text,lang
С 1 января 2019 году минимальный размер оплаты труда в Германии составляет €1557.00 в месяц и €9.19 в час (брутто).. С 1 января 2020 года минимальный размер оплаты труда составляет €1584 в месяц и €9.35 в час (брутто).,1.0
По состоянию на четвёртый квартал 2017 года средний размер оплаты труда в Германии составляет €3771 (брутто) и €2315 (нетто) в месяц.,1.0
,1.0
,1.0
Социальная политика направлена на максимальное смягчение неравенства среди слоёв населения.. Производится путём повышения налогообложения зажиточных граждан и распределения благ среди малообеспеченных жителей.,1.0
"Ряд законов направлен на поддержку автономии каждого человека в пределах страны, на предоставление ему возможности самостоятельно строить свою жизнь.",1.0
Государство ставит своей первоочередной целью помочь и поддержать человека в его начинаниях и обеспечить ему достижение социального благополучия.,1.0
,1.0
"Система социальной защиты населенияСуществовавшая в Германии модель социальной защиты (имеет название «корпоративная», «континентальная», «консервативная» или «бисмарковская») считается одной из наиболее эффективных среди европейских стран.",1.0
"Германия была первой страной, которая ввела систему социального страхования.. Ещё в 1890-е годы при Бисмарке были приняты три закона, которые легли в основу этой системы: закон о страховании по болезни лиц промышленного труда, закон о страховании от несчастных случаев на производстве и закон об инвалидности и страховании по старости (1891 год).",1.0
В начале XX века развитие социального страхования привело к снижению пенсионного возраста до 65 при наличии 35 лет страхового стажа.,1.0
Досрочная пенсия по старости (с 60 лет) назначалась шахтёрам с многолетним стажем работы.,1.0
"Современная модель социальной защиты Германии сформировалась под влиянием перемен, произошедших в стране в 50-60 годы XX века, и изменялась в результате прихода к власти каждой новой партии.",1.0
Концепция социальной рыночной экономики была разработана для восстановления экономики Германии после второй мировой войны.. Её политическая реализация связана с личностями Л.,1.0
Эрхарда и А.. Мюллер-Армака.,1.0
Термин «социальная рыночная экономика» ввёл Мюллер-Армак.. Л.,1.0
"Эрхард был первым министром экономики, а затем стал Федеральным канцлером ФРГ.. Под его руководством в ФРГ была разработана, а затем реализована концепция социального рыночного хозяйства.",1.0
"Социальной задачей государства становилось не перераспределение социальных благ, а обеспечение рамочных условий деятельности индивидов, поощрение их сознательности, самостоятельности и ответственности за собственное благосостояние.. Результатом реализации этих принципов стало «немецкое экономическое чудо».",1.0
"Согласно Л.. Эрхарду, государство должно оказывать социальную помощь сообразно моральным установкам общества (самым уязвимым и малообеспеченным слоям населения — инвалидам, сиротам, многодетным семьям, пенсионерам), но поддерживать конкуренцию и бороться с иждивенческими настроениями.",1.0
"После отставки канцлера Л.. Эрхарда, во внутренней политике был отдан приоритет кейнсианским методам экономического стимулирования; государство взяло на себя роль распределителя национального дохода.",1.0
Во время бурного экономического роста из-за нехватки рабочих рук был разрешён въезд в страну гастарбайтеров из юго-восточной Европы.,1.0
"В середине 1970-х годов в стране их проживало около 4 млн человек (11 % рабочей силы).. Это стало причиной для увеличения социальных расходов государства, что после нефтяных кризисов легло тяжёлым бременем на государственную казну.",1.0
"Государство приняло меры по ограничению иммиграции, что спровоцировало повышение налогов.. Для восстановления экономической стабильности были приняты законы о защите от увольнений и тарифной автономии.",1.0
"Это привело к тому, что на рынке осталось только три крупных игрока: государство, профсоюзы и работодатели.. Это ослабило конкуренцию и дало возможность профсоюзам требовать повышения заработной платы, уменьшения рабочей недели и т.",1.0
"п.. Ещё одной особенностью этого периода является стремление государства осуществлять перераспределение доходов не по вертикали (уменьшать дифференциацию общества), а по горизонтали (внутри среднего класса).",1.0
"Современная модель социальной защиты ФРГ имеет основные характеристики: принцип профессиональной солидарности, принцип перераспределения, принцип вспомоществования и принцип самоуправления страховых учреждений.",1.0
,1.0
"Принцип профессиональной солидарностиСоздаются страховые фонды, управляемые на равноправных началах работниками и работодателями.Великобрита́ния (русское название происходит от англ.. Great Britain [ˌɡreɪt ˈbrɪtn]), или Соединённое Короле́вство (United Kingdom [jʊnaɪtɪd kɪŋdəm], сокращённо: UK), полная официальная форма — Соединённое Королевство Великобрита́нии и Се́верной Ирла́ндии (англ.",1.0
"The United Kingdom of Great Britain and Northern Ireland), — островное государство на северо-западе от континентальной Европы.",1.0
"Единое Королевство Великобритания образовалось в 1707 году вследствие политического объединения королевств Шотландии и Англии; но ещё ранее, в 1603 году, король Шотландии Яков VI унаследовал престолы Англии и Ирландии в порядке личной унии (Яков I).. В 1800 году Королевство Великобритания и Королевство Ирландия объединились, образовав Соединённое Королевство Великобритании и Ирландии, которое после отделения от него в 1922 году Ирландского Свободного государства стало именоваться Соединённым Королевством Великобритании и Северной Ирландии.",1.0
"Великобритания — одно из крупнейших государств Европы, ядерная держава с 1952 года (признанная в соответствии с Договором о нераспространении ядерного оружия 1968 года), постоянный член Совета Безопасности ООН, бывшая метрополия Британской империи; британский монарх также является главой 15 иных независимых государств и главой Содружества.",1.0
"Бывший центр мировой империи, Великобритания и сейчас играет важную роль в международных делах.",1.0
Английский язык стал вторым языком во многих странах мира; он преобладает в интернете и других международных средствах связи.. Экономика Великобритании — девятая в мире по уровню развития; военный бюджет страны — один из самых высоких в мире.,1.0
Форма правления — парламентарная монархия.,1.0
"Форма государственного устройства — квази-унитарное государство, где с конца XX века три из четырёх составляющих стран (Шотландия, Северная Ирландия, Уэльс) обладают правами ограниченной автономии.",1.0
"Столица — город Лондон, один из крупнейших городов Европы и финансово-экономических центров мира.",1.0
Официальные языки: по всей стране — английский; также официально признаны валлийский в Уэльсе; гэльский (шотландский кельтский) и скотс (шотландский германский) в Шотландии; корнский в Корнуолле (Англия); ирландский в Северной Ирландии.,1.0
,1.0
,1.0
,1.0
,1.0
Клавдий Птолемей в своём труде «Альмагест» (147—148 н.. э.) называет больший остров «Большой Бретанией» (др.-греч.,1.0
"μεγάλης Βρεττανίας), а Ирландию — «Малой Бретанией».. В своей более поздней работе «География» (150 г.",1.0
"н.. э.) он называет эти острова «Альвион», «Иверниа» и «Мона» (остров Мэн).",1.0
"Предполагается, что эти названия не были известны ему во время написания «Альмагеста».. Название «Альбион», видимо, вышло из употребления через некоторое время после завоевания островов римлянами, и остров стали называть «Великобританией».",1.0
После англосаксонского периода название «Британия» стало упоминаться только как исторический термин.,1.0
"Гальфрид Монмутский в своём полулегендарном сочинении «История королей Британии» Великобританию называет «Большой Британнией» («Большая Британия»), которую отделяет от «Малой Британнии» («Меньшая Британия») — область в континентальной Европе, где селились кельтские переселенцы с Британских островов в V—VI веке.. Название «Великобритания» впервые было использовано официально в 1474 году — в письме с предложением о браке между Сесили дочери Эдуарда IV из Англии и Джеймсом, сыном Джеймса III из Шотландии, в котором сказано «этот благородный остров, называемый Великобританией».",1.0
"Официально это слово прозвучало опять в 1604 году, когда король Яков VI провозгласил себя «Королём Великобритании, Франции и Ирландии».",1.0
,1.0
,1.0
"В русском языке «Великобритания» — наиболее распространённое обозначение Соединённого Королевства.. «Великобританией» также называют остров, на котором расположены Англия, Шотландия и Уэльс.",1.0
"В английском языке акронимы GB и GBR используются в документах для обозначения Соединённого Королевства в некоторых международных организациях, таких как Всемирный почтовый союз, спортивные команды, НАТО, Международная организация стандартизации, а также в международных кодах.",1.0
"В интернете домен «.uk» используется для обозначения сайтов, принадлежащих Соединённому Королевству.",1.0
"Домен «.gb», который использовался ранее, устарел, новые регистрации сайтов на него не принимаются.",1.0
Название «Команда GB» используется Британской олимпийской ассоциацией для именования команды Великобритании и Северной Ирландии на олимпийских играх.. Ещё одним примером использования названия «Британия» вместо «Соединённого королевства» является использование названия «Гран-при Великобритании» в автоспорте.,1.0
,1.0
,1.0
,1.0
"Государство располагается на Британских островах (остров Великобритания, северо-восточная часть острова Ирландия, а также большое количество более мелких островов и архипелагов, среди которых Гебридские, Оркнейские и Шетландские острова, Англси, Арран, Уайт) в Атлантическом океане.",1.0
"Омывается Северным, Ирландским, Кельтским и Гебридским морями.. Юго-восточное побережье располагается всего в 35 км от северного побережья Франции, которые разделены проливом Ла-Манш.",1.0
,1.0
"Площадь Великобритании составляет 243 809 км², из них суша — 240 579 км², внутренние воды — 3230 км².",1.0
"По данным на 1993 год, 10 % суши были покрыты лесом, 46 % использовались под пастбища, а ещё 25 % использовалось в земледелии.",1.0
Береговая линия имеет 17 820 км длины.,1.0
Южное побережье соединено с континентальной Европой через евротоннель длиной 50 км (из которых 38 км — под водой).. Это самый длинный подводный тоннель в мире.,1.0
"Северная Ирландия имеет 360-километровую сухопутную границу с Республикой Ирландия, и это единственная сухопутная граница Великобритании.",1.0
Гринвичская обсерватория в Лондоне является местом прохождения нулевого меридиана.,1.0
"В целом, Великобритания расположена между северными широтами 49° и 61° и между 9° западной долготы и 2° восточной долготы.",1.0
"Англия занимает чуть больше половины всей территории Великобритании, покрывая 130 395 км².",1.0
Бо́льшая её часть состоит из низменностей.. Возвышенности сосредоточены на севере (Пеннинские горы) и северо-западе (Камберлендские горы).,1.0
Среди последних высочайшая вершина Англии — Скофел-Пайк (978 м).,1.0
"Длиннейшими реками являются Темза, Северн и Хамбер.",1.0
,1.0
"Шотландия занимает чуть меньше трети всей территории Великобритании, покрывая 78 772 км².. Она включает около восьмисот островов — в основном, на западе и севере от основной территории.",1.0
"Среди них стоит выделить Гебридские, Оркнейские и Шетландские острова.. Топография Шотландии во многом определяется Пограничным Разломом Хайленда, который пересекает Шотландию от острова Арран на западе до Стонхейвена на востоке.",1.0
"Линия разлома разделяет два совершенно разных региона: Северо-Шотландское нагорье (Хайленд, Highland «нагорье») на северо-западе и Лоуленд на юго-востоке.. Суровый Хайленд содержит почти все горы Шотландии, включая Бен-Невис, который с высотой в 1343 м является самой высокой точкой Британских островов.",1.0
"Лоуленд (Lowland «низменность»), особенно Среднешотландская низменность между заливами Ферт-оф-Клайд и Ферт-оф-Форт, известная также как «Центральный Пояс», гораздо ровнее; здесь живёт бо́льшая часть населения, в том числе в крупнейших городах Шотландии Глазго и Эдинбурге.",1.0
"Уэльс занимает всего менее одной десятой части всей территории Великобритании, покрывая 20 779 км².",1.0
"Уэльс — в основном, горная страна, хотя Южный Уэльс менее горист, чем остальная часть.. Основное население и промышленные зоны располагаются именно в Южном Уэльсе, включая прибрежные города Кардифф, Суонси и Ньюпорт.",1.0
Самые высокие горы Уэльса располагаются в Сноудонии (в том числе гора Сноудон с высотой в 1085 м).. Береговая линия Уэльса имеет протяжённость в 1200 км.,1.0
Крупнейшим островом является Англси на северо-западе.,1.0
"Северная Ирландия занимает всего 13 843 км² и, в основном, холмиста.",1.0
"Здесь находится озеро Лох-Ней, самое большое по площади озеро Британских островов (388 км²).",1.0
Самая высокая точка Северной Ирландии — Слив-Донард в горах Моурн с высотой 852 м.,1.0
,1.0
,1.0
,1.0
"Великобритания имеет умеренно океанический климат с большим числом дождей на протяжении всего года.. Температуры меняются в зависимости от сезона, однако редко падают ниже −12°C или поднимаются выше 35 °C.",1.0
"Основные ветры идут с юго-запада и часто приносят холодную и мокрую погоду из Атлантического океана, однако восточные части страны, в основном, защищены от этих ветров и, поскольку основная часть осадков выпадает в западных регионах, восточные являются самыми сухими.. Атлантические течения, разогретые Гольфстримом, приносят мягкие зимы; иногда зимой и ранней весной здесь бывают снегопады, хотя снег обычно лежит недолго.",1.0
,1.0
,1.0
,1.0
,1.0
"Каждая административная часть Соединённого Королевства имеет свою собственную систему административного и географического деления, которое часто исходит ещё со времён до появления государства Великобритания.",1.0
"Соответственно «не существует стандартного уровня административной единицы, связывающего всю Великобританию».. До XIX века практически никаких изменений старых делений не происходило, однако затем началась постоянная эволюция ролей и функций.",1.0
"Однако эти изменения не были универсальны, а дальнейшая передача полномочий Шотландии, Уэльсу и Северной Ирландии означает, что и в дальнейшем они вряд ли будут универсальными.",1.0
"Организация местного самоуправления Англии очень сложна, с распределением функций, зависящих от местных распоряжений.. Законодательная база относительно самоуправления Англии устанавливается парламентом и правительством Великобритании, поскольку у Англии нет своего собственного парламента.",1.0
"Высший уровень деления Англии составляют девять правительственных регионов или правительственных регионов Европейского Союза.. Один регион, Большой Лондон, имеет свою выборную ассамблею и мэра с 2000 года после поддержки этого вопроса на референдуме в 1998 году.",1.0
"Предполагалось, что и другие регионы также получат свои региональные ассамблеи, однако отказ от таковой в Северо-Восточной Англии на референдуме в 2004 году остановил эту идею.. Ниже регионального уровня идёт либо совет графства, и затем районные советы, или унитарные советы, Лондон же имеет свою систему из 32 Лондонских боро.",1.0
Члены совета выбираются по мажоритарной системе.,1.0
"Шотландия административно разделена на 32 округа с большой разницей в размерах и населении среди них.. Города Глазго, Эдинбург, Абердин и Данди обладают статусом отдельных округов, равно как и Хайленд, который включает в себя территорию трети Шотландии, но имеет население всего чуть больше 200 000 человек.",1.0
"Права местного управления осуществляются выборными депутатами, которых сейчас 1222 и получают зарплату на полставки.. Выборы проводятся по системе единого непереходного голоса и выбирают трёх или четырёх депутатов, которые затем выбирают председателя, который возглавляет заседания и выступает от имени всего региона.",1.0
"Уэльс административно состоит из 22 унитарных образований, включая Кардифф, Суонси и Ньюпорт, каждый из которых имеет статус отдельного образования.",1.0
Выборы проводятся раз в 4 года по мажоритарной системе.. Северная Ирландия с 1973 года была разделена на 26 районов.,1.0
"Их права ограничены только обслуживающими функциями, как например уборка мусора, контроль за домашними животными и уход за парками.. 13 марта 2008 года было принято решение создать 11 новых районов и заменить существующую систему.",1.0
Следующие местные выборы были отменены до 2011 года для организации новой системы.,1.0
,1.0
,1.0
,1.0
"Британия распространяет свой суверенитет на семнадцать территорий, которые не входят в состав Соединённого Королевства: 14 Британских Заморских Территорий и три Коронных Земли.",1.0
"Четырнадцать заморских территорий: Ангилья (столица Валли), Бермуды (столица Гамильтон), Британская антарктическая территория (столица Ротера), Британская территория в Индийском океане (столица Диего-Гарсия), Британские Виргинские острова (столица Род-Таун), Гибралтар (столица Гибралтар), Каймановы острова (столица Джорджтаун), Остров Монтсеррат (столица Плимут), Острова Святой Елены, Вознесения и Тристан-да-Кунья (столица Джеймстаун), Остров Питкэрн (столица Адамстаун), Теркс и Кайкос (столица Коберн-Таун), Фолклендские острова (столица Стэнли), Южная Георгия и Южные Сандвичевы Острова (столица Грютвикен) и Суверенные Военные Базы на Кипре (столица Эпископи).. Британские притязания в Антарктике не имеют всеобщего признания, наличие военных баз на Кипре оспаривается Республикой Кипр, а права на Фолклендские острова — Аргентиной.",1.0
"Вместе заморские территории занимают 1 727 527 км² (без Британской Антарктической территории — 18 127 км²), а их население составляет 260 000 Эти территории — наследие Британской империи и самостоятельно сделали выбор сохранить британский суверенитет.",1.0
"Коронные земли — владения Короны, в отличие от заморских территорий.. Сюда входят Баллеи Нормандских островов Джерси и Гернси в проливе Ла-Манш и Остров Мэн в Ирландском море.",1.0
"Площадь всех трёх Коронных земель составляет 766 км², а население — 235 000 Будучи самоуправляемыми юрисдикциями, они, также как и Заморские Территории, не входят в состав Соединённого Королевства или Европейского союза, хотя правительство Соединённого Королевства отвечает за внешнеполитические и оборонные вопросы, а британский парламент имеет право издавать законы от имени территорий.. Право издания законодательных актов, касающихся острова, сосуществует с собственными законодательными ассамблеями территорий с согласия Тайного совета Короны.",1.0
"Главами правительств Коронных земель являются соответствующие Главные министры (в Мэне — с 1986 г., Гернси — с 2004, Джерси — с 2005).",1.0
,1.0
,1.0
,1.0
Перепись населения в Великобритании происходит одновременно во всех её частях каждые десять лет.,1.0
"По переписи 2011 года общее население Великобритании составило 63 181 775.. По этому показателю страна занимает 3-е место в ЕС, 5-е — в Содружестве наций и 21-е — в мире.",1.0
"К середине 2011 года оно оценивается в 62 698 362.. В 2008 году естественный прирост населения стал больше влиять на рост населения, чем миграция впервые с 1998 года.",1.0
"С 2001 года по 2008 население росло со среднегодовым показателем в 0,5 %, что больше 0,3 % в период с 1991 года по 2001 и 0,2 % в предыдущее десятилетие.",1.0
"Опубликованные в 2008 году данные о населении в середине 2007 года свидетельствуют о том, что впервые в истории Великобритании было больше людей пенсионного возраста, чем детей до 16 лет.",1.0
"По некоторым оценкам, число людей возрастом 100 лет и более вырастет до 626 000 к 2080 году.",1.0
"Население Англии в середине 2008 года оценивалось в 51,44 миллиона, что делает её страной с одной из самых высоких плотностей населения в мире, имеющей 383 жителя на квадратный километр по данным на середину 2003, с особенной концентрацией в Лондоне и на юго-востоке.",1.0
"Оценки середины 2008 предполагают население Шотландии в 5,17 миллионов, Уэльса — 2,99 миллиона, а Северной Ирландии — 1,78 миллион с гораздо более низким показателем населённости этих территорий.. В процентном соотношении рост населения Северной Ирландии был самым высоким среди других регионов Великобритании во всех четырёх годах, предшествовавших 2008.",1.0
"К крупнейшим городам относятся Лондон, Бирмингем, Глазго, Ливерпуль, Лидс.",1.0
"В 2008 году суммарный коэффициент рождаемости Великобритании составил 1,96 ребёнка на одну женщину.",1.0
"Хотя рост показателя рождаемости и вносит свою лепту в рост населения, он остаётся сравнительно ниже пика «беби-бума» 1964 года в 2,95 ребёнка на одну женщину и ниже уровня воспроизводства в 2,1, но выше рекордно низкого показателя 2001 года в 1,63 ребёнка на одну женщину.. Шотландия имеет самый низкий показатель в 1,8 ребёнка на одну женщину, в то время как Северная Ирландия имела этот показатель на уровне 2,11 в 2008 году.",1.0
,1.0
,1.0
"Исторически жители Великобритании считаются смешением различных этнических групп, селившихся на её территории до XI века: кельтов, римлян, англосаксов, викингов и норманнов.",1.0
"Недавние генетические исследования показали, что более 50 процентов английских генов содержат германские Y хромосомы, хотя другие недавние генетические анализы свидетельствуют о том, что «примерно 75 % прослеживаемых предков современного британского населения прибыло на Британские острова примерно 6200 лет назад, в начале британского Неолита или Каменного века», а также британцы имеют во многом общих предков с басками.",1.0
"Соединённое Королевство имеет историю малой не-белой иммиграции, Ливерпуль имеет самое старое темнокожее население в стране, уходящее своими корнями как минимум к 1730-м, а также самую старую китайскую общину, датирующуюся первым прибытием китайских моряков в XIX веке.",1.0
"В 1950 году в Великобритании проживало менее 20 000 небелых, почти все из которых родились за рубежом.",1.0
"С 1945 года постоянная иммиграция из Африки, Карибских островов и Южной Азии, что было наследством связей, установленных Британской империей.. Миграция из новых членов ЕС в Центральной и Восточной Европы с 2004 года привело к быстрому росту общин из этих стран, однако к 2008 году этот тренд стал разворачиваться, поскольку многие мигранты стали возвращаться домой.",1.0
Этнический состав варьируется в разных частях страны.,1.0
"30,4 % лондонского населения и 37,4 % лестерского в 2005 году составляли небелые, в то время как менее 5 % населения Северо-Восточной Англии, Уэльса и Юго-Западной Англии были этнические меньшинства по итогам переписи 2001 года.",1.0
,1.0
,1.0
,1.0
"Официальный язык Великобритании — английский (де-факто), западногерманский язык, развившийся из древнеанглийского, который имел большое количество заимствований из древнескандинавского, нормандского, французского и латинского языков.. Английский язык распространился по всему миру во многом благодаря Британской империи и стал международным языком бизнеса и самым популярным вторым изучаемым языком.",1.0
"Предполагалось, что после выхода из ЕС английский язык потеряет статус одного из 24-х официальных языков ЕС.Шотландский язык (германский), развившийся из раннего северного среднеанглийского, заметен на европейском уровне, как и его диалект в северных графствах Ирландии, ольстерско-шотландский язык.",1.0
"Ещё четыре кельтских языка используются в Великобритании: валлийский, ирландский, шотландский (гаэльский) и корнский.",1.0
"Во время переписи 2001 года около 21 % населения Уэльса сказали, что они могут разговаривать на валлийском, что больше 18 % в переписи 1991 года.. Ещё около 200 000 человек, живущих в Англии, также говорят на валлийском.",1.0
"Перепись 2001 года в Северной Ирландии показала, что 167 487 (10,4 %) людей «имели некоторое знание ирландского», почти все — из католического или националистического населения.",1.0
"Более 92 000 в Шотландии (чуть менее 2 %) имели некоторые знания шотландского кельтского, включая 72 % жителей Внешних Гебрид.. Количество школьников, которым преподают валлийский, шотландский кельтский или ирландский языки также растёт.",1.0
"Валлийский и шотландский кельтский языки также используются небольшими группами людей в мире за пределами Великобритании — например, на шотландском кельтском разговаривает некоторые количество жителей Новой Шотландии и Канады (особенно на острове Кейп-Бретон), а некоторое количество жителей аргентинской провинции Чубут (Патагония) разговаривает на валлийском.",1.0
"В Соединённом Королевстве в целом школьники обязаны учить второй язык до определённого момента: до 14 лет в Англии, и до 16 — в Шотландии.",1.0
"Французский и немецкий языки — два наиболее изучаемых вторых языка в этих двух регионах.. В Уэльсе школьникам до 16 лет либо преподают на валлийском, либо учат валлийскому как второму языку.",1.0
,1.0
,1.0
,1.0
"Социальная структура Великобритании исторически образовалась под влиянием концепта социального класса, который оказывает своё влияние на британское общество и в настоящее время.",1.0
"Британское общество до наступления Промышленного переворота, как и общества европейских соседей Великобритании и большая часть обществ мировой истории, было феодальным и делилось на группы по иерархическому принципу, основанные на наследственной передаче рода занятий, социального статуса и политического влияния.. После начала индустриализации эта система стала постоянно пересматриваться, и теперь формирование личности зависит не только от происхождения, но и от многих других факторов (в том числе образования).",1.0
